,lat,lon,Date_Mid_Greenup_Phase_1,Date_Mid_Senescence_Phase_1,EVI2_Growing_Season_Area_1,EVI2_Onset_Greenness_Increase_1,EVI2_Onset_Greenness_Maximum_1,Growing_Season_Length_1,Onset_Greenness_Increase_1,Onset_Greenness_Maximum_1,Rate_Greenness_Decrease_1,Rate_Greenness_Increase_1,lat_x,lon_x,year_x,temp_all,temp_spring,temp_autumn,temp_summer,Unnamed..0,O3_all,O3_spring,O3_autumn,O3_summer,AOT40_all,AOT40_spring,AOT40_autumn,AOT40_summer,LC_Prop1,LC_Prop2,LC_Prop3,LC_Type1,LC_Type2,LC_Type3,LC_Type4,LC_Type5,year_y,co2_spring,co2_summer,co2_autumn,co2_all
405,42.9979,-7.5509,100,204.5,52.7,0.2425,0.30395,213,42.5,141.5,0.0014,0.0008,42.9979,-7.5509,2017.5,285.3092596,282.8023582,285.1618199,286.9912784,886,20.51392745,26.54499033,19.83293196,20.55450545,1074.566667,773,199.7,261.5333334,22,9,20,13,13,10,8,9,2017.5,408.0728071,403.9945265,403.3586448,406.1286004
406,43.0819,-1.9127,104.7142857,273.4285714,52.76142857,0.309157143,0.515342857,258.5714286,62,143.1428571,0.0029,0.003371429,43.0819,-1.9127,2019,284.7056584,282.3684378,289.6955809,290.4403336,983.8571429,26.00350639,31.75970166,23.28196733,24.11765007,5068.066667,3389.980952,1342.92381,1566.333333,22,20,20,9,9,4,2,2,2018.857143,410.6632011,406.8193017,406.3942355,408.9406311
407,43.09625,-0.040497,111.9,276.6,40.58,0.20341,0.36778,252.1,76.3,147.3,0.00206,0.00381,43.09625,-0.040497,2017.5,284.731041,282.1099207,290.0809833,287.5013209,1110.3,25.1441522,29.43958609,25.95742848,28.99711544,7362.150066,2640.965866,3404.8308,4655.691466,22,9,20,13,13,10,8,9,2017.4,407.2001518,403.1060602,402.6824079,405.3973919
408,43.10049,-2.65088,123.6666667,271.3333333,71.82,0.4124,0.652433333,224.3333333,99,147.6666667,0.003266667,0.007066667,43.10049,-2.65088,2021,285.4739865,283.4304204,290.1771051,290.7635506,1004.333333,34.26435072,37.77238434,34.08415475,34.69599353,10773.8,5066,4662.888889,5509.244444,15,10,10,5,5,6,4,4,2020.666667,414.0616844,410.0089482,409.9057442,412.3129872
409,43.10306,12.36611,88.33333333,286,56.93,0.209933333,0.280666667,280.6666667,60.66666667,121,0.000866667,0.001566667,43.10306,12.36611,2017.666667,287.4134482,284.1509858,293.9747318,291.7957282,1553.666667,24.00538353,26.83179728,29.46920795,33.32655296,12727.33111,2983.602222,7841.586665,9729.362221,22,9,20,13,13,10,8,9,2017.333333,406.9327032,402.3599559,402.4058402,405.1403524
410,43.126475,25.691211,105.7,273.7,72.117,0.14712,0.33766,257.1,74,137.4,0.00207,0.00398,43.126475,25.691211,2017.5,285.5998006,282.9831389,292.6806164,290.8051702,177.6,19.2163313,19.50560208,22.60996898,25.31096918,2280.824867,608.544,1459.169667,1669.777,24.7,9,23,13,13,10,8,9,2017.4,407.048475,402.5577142,402.7024077,407.0462572
411,43.13111,5.924184,114.25,280.25,32.8475,0.152125,0.2101,236,79.75,148.75,0.001325,0.001275,43.13111,5.924184,2019,289.4644826,286.087105,295.6227006,292.8732423,1031.75,29.06017663,31.62200331,32.03964511,35.07996046,19461.52333,7584.474999,8758.436666,11578.215,22,9,20,13,13,10,8,9,2018.75,410.79265,407.0015314,406.5374957,409.0884726
412,43.133056,12.205833,90,247,55.79,0.278633333,0.442966667,232.6666667,63.33333333,117.3333333,0.002033333,0.004066667,43.133056,12.205833,2017.666667,287.4039777,284.0625601,292.4797646,294.3451729,1750,27.25259321,31.37636845,29.86902548,32.58868207,17986.66977,5931.954888,9236.686221,11599.65556,22,20,20,9,9,4,1,1,2017.666667,408.7253634,404.3834387,404.1699336,408.0265598
413,43.14407,-2.96337,87.55555556,283.6666667,60.26333333,0.175966667,0.275733333,281.7777778,46.77777778,137.7777778,0.001822222,0.001777778,43.14407,-2.96337,2017,285.3795378,282.9411931,290.1959528,286.8396455,651.5555556,18.29023937,22.22075809,17.64942769,19.14669644,1558.266667,802.6222222,555.4,741.1703704,22,9,20,13,13,10,8,9,2017,406.261837,402.5519666,402.1544268,404.9940028
414,43.15333,-4.25306,97.6,272.2,62.043,0.33881,0.65116,279.7,45.2,151.8,0.00381,0.00411,43.15333,-4.25306,2017.5,281.8923128,279.1376637,287.0709249,287.7225555,697.3,32.13834971,36.43289545,29.16565153,29.2258415,7704.151466,4642.364467,2031.93,2511.958,21.2,20,20,8.2,8.2,4,4,4,2017.4,406.8276231,405.174752,402.97661,406.3717696
415,43.16832,-2.63794,90.4,256.9,85.478,0.30712,0.53059,256.1,50.3,132.4,0.00273,0.00417,43.16832,-2.63794,2017.5,285.9625489,283.4487501,289.6737753,291.0864415,687.3,18.70460722,22.74499692,17.82112163,19.41503576,2276.866667,1158.346667,823.74,1110.053333,22,9,20,13,13,10,8,9,2017.4,407.0418217,403.2976647,402.9295585,407.4759013
416,43.1788,-6.5527,79.25,272.375,41.82375,0.34115,0.5313875,290,34.25,129.75,0.00225,0.00275,43.1788,-6.5527,2018.5,283.7101993,281.2538164,288.5010047,289.1803046,689,22.10882024,25.43344264,22.06209317,23.38892092,2433.55,1049.266667,1027.125,1221.7,21.875,20,20,8.875,8.875,4,2.875,2.875,2018.375,409.3832309,405.8361562,405.3538375,407.8052251
417,43.1804,-2.2682,84.66666667,279.4444444,58.83111111,0.170044444,0.245933333,274.2222222,47.33333333,126.2222222,0.0013,0.001322222,43.1804,-2.2682,2018,286.0944136,283.7036353,290.6804977,287.3078465,699.5555556,20.76688037,25.341453,20.01616764,22.15729746,3498.82963,1842.207407,1144.674074,1636.340741,21.88888889,9,20,13,13,10,8,9,2017.888889,408.182449,404.4591274,404.0795774,406.5202678
418,43.207978,23.557414,108.1,275.9,29.837,0.11441,0.27946,246.6,83.1,131.2,0.00188,0.00605,43.207978,23.557414,2017.5,283.7490326,281.2578823,290.7207124,288.8267021,168.6,24.0300217,26.05653127,28.75681197,31.21956699,3544.526733,876.6869332,2243.635866,2594.393933,22,9,20,13,13,10,8,9,2017.4,407.0311013,402.5750211,402.7018058,405.344382
419,43.21291,-3.1344,89.375,219,61.51125,0.3298375,0.458575,192.875,61,115.125,0.002925,0.0040625,43.21291,-3.1344,2016.75,286.0192352,283.3223781,287.103769,291.191874,715.125,22.16627108,26.23880123,22.06120327,24.15681709,5133.466667,2215.916667,2237.141667,2864.65,22,20,20,9,9,4,2,2,2016.625,405.2124499,401.6590375,401.2247738,404.5045894
420,43.223044,27.587239,100.6,248.3,90.948,0.25172,0.53998,235.8,70.5,130.9,0.00324,0.00703,43.223044,27.587239,2017.5,286.0674453,283.0873136,292.5217718,294.9799975,164,20.0007683,22.28873917,22.22248175,23.89999329,4924.245066,1468.432,3054.510133,3360.027733,31,9,30,13,13,10,8,9,2017.4,407.302161,402.7362554,402.7863522,407.869128
421,43.224389,27.915733,112.6,288.2,69.627,0.12693,0.26979,253.4,83.9,141.3,0.00184,0.00342,43.224389,27.915733,2017.5,286.6602698,283.2198494,293.5976445,291.4666958,182.6,23.87856935,27.57960942,25.72818763,28.20641333,4699.717866,2295.298466,1966.555533,2357.884799,22,9,20,13,13,10,8,9,2017.4,407.302161,402.7362554,402.7863522,407.869128
422,43.230297,0.062339,107.4,262.3,58.79,0.22679,0.34467,230,79.1,135.6,0.0017,0.00386,43.230297,0.062339,2017.5,285.5072641,282.9331228,290.9038229,287.9651073,1111.6,24.25793333,27.90952934,25.73282725,29.10815518,6583.064865,1971.388,3332.547066,4569.977999,22,9,20,13,13,10,8,9,2017.4,407.2381464,403.0841207,402.6372178,405.7542311
423,43.2446,-8.3187,93.75,225,65.6175,0.480625,0.601525,214.25,48.5,144,0.0031,0.001825,43.2446,-8.3187,2015.75,286.1427668,283.890582,288.2022916,290.7896092,576.25,25.68230459,29.78734039,22.97674793,24.06352237,1116.716667,292.2666667,551.8833333,821.4666668,21,20,20,8,8,4,2,2,2015.75,403.5860327,399.5380725,398.9715564,404.282068
424,43.247778,10.881667,99.6,226.8,41.044,0.34566,0.49966,192.4,73.2,126,0.00314,0.00378,43.247778,10.881667,2017,287.7521831,284.4655499,290.9689267,295.3967867,1532,34.61764181,36.61418109,37.63959631,28.64214134,20008.86667,6121.92,10583.44,13418.65333,22,20,20,9,9,4,2.8,2.8,2016.8,405.940132,401.7609394,401.6937789,404.9931773
425,43.25055555,-2.155,110.2,289.5,106.354,0.38196,0.69929,260.6,77.7,143,0.00412,0.0064,43.25055555,-2.155,2017.5,286.9100019,284.3969563,291.5178792,291.8504941,724.2,33.56323399,37.72454307,32.13754653,33.04094752,8071.479999,4329.853333,2847.646667,3627.773333,13.6,10,10,3.6,3.6,5.8,3.6,3.6,2017.4,407.0418217,405.3976647,402.9295585,407.4759013
426,43.2549,-2.9023,112.8,260,57.918,0.27014,0.36448,212.6,83.6,142,0.00202,0.0027,43.2549,-2.9023,2015.8,287.025869,284.6201812,290.3968532,287.6946885,765.4,21.41265881,25.30478323,20.8479733,23.50510142,4393.733333,1572.413333,2006.586667,2783.413333,22,9,20,13,13,10,8,9,2015.8,403.4856453,399.6135514,399.208562,401.7701829
427,43.2561,-5.7759,124.3,285.9,54.027,0.30853,0.52618,249.6,88.5,160,0.00258,0.00408,43.2561,-5.7759,2017.5,284.9206887,282.5591395,289.5403048,290.0315999,754.4,17.20745417,18.93727274,18.79271435,20.00243279,1455.56,370.72,862.7066666,1067.713333,21,9,20,13,13,10,8,9,2017.4,406.8777918,403.3986555,402.9141002,405.6741509
428,43.25811,-2.97344,104.1666667,262.5,71.5,0.311333333,0.462266667,225,70.66666667,137.6666667,0.002816667,0.0045,43.25811,-2.97344,2018.333333,287.0113097,284.7380438,290.4044322,291.722369,979.8333333,21.38395934,25.96043454,19.13247148,20.19341722,1377.855556,879.4666667,293.3,492.2222222,21,20,20,8,8,4,2,2,2018.333333,409.5378803,405.7749932,405.3193653,409.5781862
429,43.2597,-8.555,89,293,70.22,0.3966,0.5297,271,44,150,0.0037,0.0014,43.2597,-8.555,2018,286.702726,283.6842739,290.8980451,291.2860445,714,24.94812682,26.02603108,26.10862933,24.64606394,981,0,837.7333333,834.3333333,22,20,20,9,9,4,2,2,2018,408.9837306,405.3860193,404.8877912,410.7452408
430,43.26444,-4.06278,95.28571429,276.4285714,65.75571429,0.292942857,0.410185714,260.2857143,54.28571429,139.8571429,0.002057143,0.002885714,43.26444,-4.06278,2017.714286,286.2407586,283.9678427,290.8909951,289.7078198,720.8571429,19.07665502,23.86555633,17.0696691,18.32719642,1222.394667,553.0642857,566.8452381,648.7684761,22,9,20,13,13,10,8,9,2017.714286,407.8952611,404.4973735,404.0741876,407.3989116
431,43.268206,26.938439,104.1111111,266.8888889,73.67222222,0.152777778,0.356677778,245.3333333,78.22222222,130.2222222,0.002266667,0.005022222,43.268206,26.938439,2017.111111,285.5528761,282.7365016,292.666264,290.7515069,165,24.36285981,25.98131707,28.04039823,31.46888811,5134.295332,1290.691259,3171.831185,3781.346518,24,9,22.22222222,13,13,10,8,9,2017,406.3453427,401.803055,401.9165688,406.8846343
432,43.2757,-5.596,103.9,278.7,46.963,0.27329,0.44397,264.7,68.5,137.2,0.00209,0.00325,43.2757,-5.596,2017.5,284.8364873,282.4390171,289.5042146,289.9954537,674.1,20.33383806,24.44186889,20.31572166,21.76659235,3282.6,1894.42,1049.58,1261.026667,22,9,20,13,13,10,8,9,2017.4,406.8777918,403.3986555,402.9141002,405.3241509
433,43.28334,5.511384,89.22222222,286.8888889,59.30555556,0.2578,0.336766667,271.3333333,64.22222222,111.2222222,0.0011,0.0024,43.28334,5.511384,2017,288.2268231,285.1183953,294.1272081,291.4789297,1003.111111,24.04773322,26.57301645,27.34135615,31.05572092,14941.0497,4568.776296,7539.138295,10195.82452,22,9,20,13,13,10,8,9,2017,406.7109817,402.759009,402.3365775,404.9635515
434,43.28414,20.802102,134.6,276.2,24.172,0.2504,0.41278,219,102.4,166.8,0.0038,0.0071,43.28414,20.802102,2019,281.6682182,278.475285,288.4091707,290.0361584,2155.2,41.05850839,43.54861238,42.36408687,34.44606028,29803.82668,12026.12958,13132.88767,14970.10431,21.2,20,20,8.2,8.2,4,4,4,2018.8,410.3401252,405.7380991,405.7989502,408.552183
435,43.285,13.42861,96.57142857,283,74.84571429,0.297571429,0.455285714,263.7142857,67.57142857,124.8571429,0.003228571,0.003942857,43.285,13.42861,2017.571429,287.6717257,284.3986062,294.099885,295.8052545,1628.714286,30.07160894,31.19750354,35.36808809,30.98951505,10805.17143,2329.829523,6975.402855,8365.940951,22,9,20,13,13,10,8,9,2017.571429,408.1269226,403.6726327,403.5472856,408.2913761
436,43.293137,5.574184,91,289.1111111,43.76444444,0.188366667,0.2589,276.5555556,58.33333333,126.8888889,0.001077778,0.001377778,43.293137,5.574184,2017.333333,287.8295314,284.7300529,293.1553861,291.0833737,1001.666667,27.50705354,31.00924896,28.86265691,34.20931088,17193.43585,5631.803037,8156.269629,11323.12081,22,9,20,13,13,10,8,9,2017.222222,407.0643714,403.0239605,402.6303119,405.2621058
437,43.2941,-5.6796,99.7,269.7,36.098,0.14554,0.28183,260.4,56.1,137.2,0.00174,0.00221,43.2941,-5.6796,2017.5,284.8364873,282.4390171,289.5042146,286.0954537,653.5,20.73166889,25.06501428,20.69102976,22.63104503,3292.526666,1964.28,993.0533334,1260.56,21,9,20,13,13,10,8,9,2017.4,406.8777918,403.3986555,402.9141002,405.3241509
438,43.3023,-8.506,96,224,57.27,0.3389,0.4335,163,83,109,0.0031,0.0045,43.3023,-8.506,2014,286.9038583,284.4860716,285.9501382,290.8317984,838,25.32392048,30.40086854,21.96474359,23.19625,5966.266667,3214.133333,1740.666667,2043.8,22,9,20,13,13,10,8,9,2014,397.9795879,394.5141892,394.1244636,396.4691697
439,43.30277777,-1.98444444,103.5,278.1,70.176,0.25518,0.39317,252,67.9,142,0.00349,0.00317,43.30277777,-1.98444444,2017.5,286.9352575,284.4311208,291.5454324,289.5401587,775.7,23.23781768,28.68894842,21.63665448,23.40379254,2686.853333,1671.173333,722.0666667,979.5733333,22,9,20,13,13,10,8,9,2017.4,407.1212199,403.2418715,402.8257829,406.7809429
440,43.305286,5.394716,102.5,278.4,54.502,0.1668,0.23384,250.4,81.2,123.6,0.00066,0.00248,43.305286,5.394716,2017.5,288.7030882,285.5912418,294.1219734,291.9782349,1007.5,26.06054447,28.43278039,30.05557041,33.00951273,11085.24327,3468.104666,5683.201933,7502.9506,32,9,30,13,13,10,8,9,2017.4,407.5134608,403.5410903,403.1328341,405.750134
441,43.3067,-5.6897,98.33333333,267.3333333,37.98166667,0.183016667,0.296483333,248,56.33333333,137.6666667,0.002516667,0.002533333,43.3067,-5.6897,2018.5,284.9070922,282.7892624,288.5502754,286.1240133,608.5,18.98763979,23.70537458,18.91103074,20.56456367,1838.255556,1143.1,491.3111112,677.0222222,22,9,20,13,13,10,8,9,2018.5,409.9124416,406.4291864,405.9815179,408.9440744
442,43.3069,-5.7057,105.9,259.8,47.754,0.29875,0.49837,233.1,76.7,132.5,0.00248,0.0051,43.3069,-5.7057,2017.5,284.9206887,282.5591395,288.5403048,290.0315999,589.1,17.77094483,21.40715571,17.35548818,18.65165678,1734.746667,874.86,695.7666667,826.6133334,22,20,20,9,9,4,1.6,1.6,2017.4,406.8777918,403.3986555,402.9141002,405.6741509
443,43.3094,-2.0109,106.5714286,284.5714286,65.89571429,0.246942857,0.364471429,258.5714286,63.71428571,154,0.002,0.001942857,43.3094,-2.0109,2017.857143,286.9760438,284.4756399,291.7108093,288.5402388,773.7142857,22.8099031,27.08480443,21.67543718,23.81507957,2778.631809,1469.723809,962.2380953,1281.336571,22,9,20,13,13,10,8,9,2017.714286,407.5459251,403.8592503,403.5949182,406.4327718
444,43.310833,-0.391111,93.5,273.3,69.412,0.28473,0.42093,257,61.1,124.3,0.00241,0.0042,43.310833,-0.391111,2017.5,286.0794095,283.5082961,291.5080041,290.8649255,1245.5,23.70803013,27.8186273,24.32662252,28.02270678,6649.968533,2087.541866,3122.626133,4516.772666,22,9,20,13,13,10,8,9,2017.4,407.2001518,403.1060602,402.6824079,407.1473919
445,43.313,-7.6937,113.6,262.4,74.593,0.42578,0.63073,232.1,88.3,138.9,0.00226,0.00622,43.313,-7.6937,2017.5,285.2534224,282.8713424,289.703285,290.0691407,656.5,25.43795957,31.16939457,22.66503929,24.18334498,4844.986666,2661.3,1638.613333,2123.993333,22,20,20,9,9,4,2,2,2017.4,406.9978255,403.4405839,402.9204667,407.1546603
446,43.32074,-3.11272,98.2,271.4,78.165,0.33637,0.52106,245.8,72.3,124.3,0.00324,0.00605,43.32074,-3.11272,2017.5,286.57997,284.0207619,290.6449276,291.4721097,579.8,25.99991896,29.96157052,24.05269361,25.01968022,3006.686667,1664.913333,1056.52,1305.806667,22,20,20,9,9,4,2,2,2017.4,406.9280862,403.3582329,402.9781093,407.4622787
447,43.322554,21.919025,97.88888889,284.7777778,85.23,0.182644444,0.391977778,265,71.11111111,124.5555556,0.0024,0.005144444,43.322554,21.919025,2017.777778,285.476786,283.1327058,292.5449412,291.3230955,2144.222222,18.07299465,19.98192438,21.38741382,23.62705827,4609.457953,1148.98669,2984.127945,3399.896297,22,9,20,13,13,10,8,9,2017.666667,407.8523485,403.3351702,403.3126841,408.4573193
448,43.3352,5.727365,104.125,277.875,25.17625,0.2869,0.285975,254.625,69.5,137.25,0.0017875,0.0020125,43.3352,5.727365,2017,286.9049017,283.6624592,292.9895966,292.3236153,992.875,39.36045055,41.42721097,42.78631162,38.69262053,38937.6005,13414.55142,18901.6415,24608.41433,21,20,20,8,8,4,1,1,2016.875,406.1054461,402.0794777,401.6717079,404.316197
449,43.3457,-5.9697,95.4,249.4,69.166,0.41748,0.58628,232,59.8,125.6,0.0027,0.00494,43.3457,-5.9697,2019.6,285.8490917,283.8250109,289.0435123,290.6170925,986.6,16.36180687,20.09274224,16.77522638,18.89788553,1282.64,566.0666666,543.2666667,711.44,21,20,20,8,8,4,1,1,2019.4,411.4958298,408.0175216,407.5078696,411.3428817
450,43.34639,-4.06417,98.1,266.9,75.706,0.37147,0.54304,249.1,66.3,129.6,0.00229,0.00371,43.34639,-4.06417,2017.5,287.2770063,284.7996597,291.3713019,292.2410039,600.8,21.22714689,25.71645555,19.60963532,21.2180212,1928.588333,1033.655,656.4283334,879.6966667,22,9,20,13,13,10,8,9,2017.4,406.8276231,403.424752,402.97661,407.4217696
451,43.35278,12.57639,106.4,301.2,75.744,0.32526,0.47152,278.6,83.6,132.6,0.0016,0.00512,43.35278,12.57639,2018,285.300147,281.968603,291.9402918,293.7940881,1664.6,25.86960327,27.78095724,29.41799741,33.92994967,9697.078265,2298.1212,5523.634399,7310.511732,22,9,20,13,13,10,8,9,2018,409.0224139,404.4978536,404.2849158,409.18907
452,43.3583,-5.8664,84.9,261,54.001,0.14725,0.22728,250.8,54.2,115.7,0.00145,0.00196,43.3583,-5.8664,2017.5,285.6273171,283.3127076,289.0504969,286.6032617,634.3,22.27040002,25.29846753,22.71998482,24.41715021,2357.833333,1085.813333,991.6266667,1196.54,22,9,20,13,13,10,8,9,2017.4,406.8777918,403.3986555,402.9141002,405.3241509
453,43.3665,-5.833,92.57142857,218.1428571,44.51714286,0.203471429,0.2699,176.4285714,63.28571429,119.4285714,0.001928571,0.001914286,43.3665,-5.833,2017.428571,285.5863672,283.053573,286.5698156,286.6037327,627,17.23761058,19.93058674,17.8410387,20.33398082,954.3619047,220.9809524,519.6476191,719.1047619,22,9,20,13,13,10,8,9,2017.285714,406.2716951,402.8342497,402.3147509,404.7093909
454,43.3727,-5.8728,82.16666667,202.3333333,57.79333333,0.493083333,0.5953,180.5,42.66666667,127,0.0046,0.001533333,43.3727,-5.8728,2017.666667,285.7381232,283.6348251,285.7941605,290.5146889,721.3333333,25.67034041,29.88530696,24.0328722,25.31631486,4058.311111,2210.977778,1084.077778,1455.144444,22,20,20,9,9,4,2,2,2017.666667,407.6081689,404.1718803,403.7280424,406.0886822
455,43.39873,6.075611,94,282.9,54.671,0.25425,0.4693,275.6,62.5,125.2,0.00223,0.00464,43.39873,6.075611,2017.5,287.1326157,283.9725804,293.767378,295.4014012,1011.1,29.99427015,32.51810501,34.19820337,36.43324612,20571.242,5965.729066,10973.74427,14367.4366,21,9,20,13,13,10,8,9,2017.4,407.5023948,403.440146,403.0266314,405.6906836
456,43.4015,-5.8028,89.5,219.6666667,60.64666667,0.363066667,0.493633333,210.6666667,45.66666667,129,0.002883333,0.002233333,43.4015,-5.8028,2018.5,285.6842964,283.4424566,287.6141416,290.5564572,963.3333333,20.16660212,23.8984404,19.70426448,22.04677122,1594.844444,954.0555556,382.1666667,571.6888889,22,9,20,13,13,10,8,9,2018.333333,408.8598957,405.4201721,404.9149207,407.8835124
457,43.404011,21.947746,110.8,269.5,79.75,0.23944,0.66902,231.3,92.8,129.1,0.00592,0.01813,43.404011,21.947746,2017.5,285.0980339,282.647214,292.2297003,294.4397972,2138.1,35.34940631,36.03317062,41.19863484,30.49124086,25880.97652,8189.254711,14138.55863,16952.09544,14,10,10,4,4,6,4,4,2017.4,407.2909397,405.5458896,402.7570524,407.2898672
458,43.40444,-3.84194,85.14285714,268.5714286,59.96,0.244842857,0.342671429,266.5714286,33.42857143,141.7142857,0.002442857,0.001485714,43.40444,-3.84194,2016.428571,287.3883985,284.655054,291.409292,289.0633687,700.1428571,21.98928875,26.37292021,19.99354969,21.48041978,2241.009524,987.2547618,941.3595238,1210.057143,22,9,20,13,13,10,8,9,2016.285714,404.3394333,400.6356923,400.2320624,403.1984719
459,43.4054,-7.9886,155.3333333,310,61.2,0.439466667,0.542266667,244.3333333,114.6666667,195.6666667,0.0016,0.0018,43.4054,-7.9886,2017.333333,285.5849867,283.5922766,289.6739405,289.8564124,569,32.1670002,35.6114736,29.56917747,30.14659762,7522.288889,4728.088889,1391.244444,2562.111111,18,16.66666667,16.66666667,6,6,4.333333333,2,2,2017.333333,406.3524912,402.6393676,402.080759,404.7056955
460,43.40592,-2.70318,108.1111111,247.7777778,68.35444444,0.425033333,0.586233333,217.1111111,77.88888889,135.8888889,0.002355556,0.003733333,43.40592,-2.70318,2017,287.6439167,284.9862638,290.9023125,292.1849848,687.4444444,31.54455273,37.01737164,29.53322324,30.64944747,8136.066666,4888.6,2180.2,3127.325926,12,10,10,2,2,5,2,2,2017,406.261837,402.5519666,402.1544268,405.7717806
461,43.4068,3.18878,89,225.5,58.97,0.2687,0.3615,210.5,58,112,0.0013,0.00215,43.4068,3.18878,2014.5,287.5244869,283.9535016,291.5861536,291.1852062,1021.5,32.15050065,35.32724355,34.96142131,37.1409168,14699.96466,4671.052332,8312.327332,9892.053001,22,20,20,9,9,4,1,1,2014.5,400.9685112,397.1737314,396.6870797,401.0133926
462,43.41666,5.042731,88,224,53.7,0.2013,0.2731,198,71,105,0.0012,0.0026,43.41666,5.042731,2017,289.3372718,287.6209334,290.2071264,293.1196602,1006,33.22466251,36.26081366,36.60073013,38.79158285,18246.66666,6977.359999,8288.966665,10748.85333,22,9,20,13,13,10,8,9,2017,407.5853135,403.3804906,402.7734483,405.6328539
463,43.42083,-3.84111,88.33333333,281.6666667,51.51333333,0.178166667,0.2302,266,45.66666667,159.3333333,0.0011,0.0017,43.42083,-3.84111,2018.333333,287.2051512,284.8566031,291.5750661,288.1460846,733,21.26959156,24.99655576,19.76533314,21.31738125,352.5346667,255.8888889,74.33888889,93.84022222,22,9,20,13,13,10,8,9,2018.333333,408.8800115,405.3878938,404.9431255,407.3255582
464,43.437874,6.76839,95.25,268.25,50.77,0.217125,0.259625,250.75,62.5,128.5,0.000525,0.000925,43.437874,6.76839,2018.5,288.8745936,286.0364393,293.6395861,292.4270116,1036.5,28.1814,30.27038045,32.17009962,34.12465293,16518.78067,5489.160166,8718.811333,10329.48933,22,9,20,13,13,10,8,9,2018.5,410.2816803,406.40923,406.0308325,408.5687233
465,43.4539,-7.8478,94.83333333,247,60.905,0.276383333,0.388716667,215.6666667,120,132.3333333,0.004,0.002283333,43.4539,-7.8478,2019,285.6619323,283.3481895,288.2348013,287.5220802,585.3333333,26.31624488,30.83551199,24.05076885,24.92466463,3500.844444,2251.144444,999.6333335,1176.155555,22,9,20,13,13,10,8,9,2018.833333,410.082544,406.7359765,406.2513179,409.1741354
466,43.46111,11.88889,85,251.75,60.675,0.269925,0.3642,232,58,116.75,0.001525,0.0025,43.46111,11.88889,2017.5,286.5627423,283.574686,290.3716448,290.7999386,1497,25.02606525,26.00084872,30.50390892,34.66773741,11438.25,2204.9,6507.45,9154.466666,22,9,20,13,13,10,8,9,2017.5,407.7364587,403.4366703,403.2226005,406.8345471
467,43.47024,-1.553843,87,274,58.16,0.2478,0.2994,241,75,98,0.0007,0.0028,43.47024,-1.553843,2017,287.6137721,286.166254,291.9920907,288.817721,1272,27.24211977,33.50920365,25.64366539,27.94936376,6637.966664,4431.199998,912.9399996,2089.533333,22,9,20,13,13,10,8,9,2017,406.9940939,402.7721422,402.2282899,405.2019403
468,43.47972,-1.488056,98.125,285.75,64.30625,0.22325,0.3168375,271.5,57.875,139,0.0016625,0.0015625,43.47972,-1.488056,2018.25,287.889286,285.4459745,292.8137918,289.3518602,1250.875,24.85355542,29.51850931,24.53765656,27.32073005,5510.480749,2590.549416,2105.868333,2867.331833,22,9,20,13,13,10,8,9,2018.125,408.919677,405.0715574,404.6598942,408.0817954
469,43.481501,-8.243116,92.8,229.8,53.39,0.19298,0.26708,204.2,56.4,125.6,0.0026,0.00182,43.481501,-8.243116,2018,287.3121331,284.9584752,289.3335576,287.4798734,852.8,25.33018837,30.18718402,23.21663583,24.24738426,3215.706667,1963.786667,997.3066667,1210.506667,22,9,20,13,13,10,8,9,2017.8,408.2949201,404.8397081,404.378599,406.7315846
470,43.4916,-8.2522,112,257.5,64.805,0.2162,0.32245,240.5,63.5,143,0.00125,0.0015,43.4916,-8.2522,2019.5,287.3563927,285.653992,290.9672697,287.2568528,939,29.57536285,33.38171497,27.85162188,28.72152069,6883.7,5113.433333,1293.633334,1585.7,11,10,10,1,1,7,1,1,2019.5,413.2029767,409.6228894,409.191133,411.4837917
471,43.50615,4.982898,92,274.3333333,54.6,0.235,0.289933333,259.6666667,48,153,0.0023,0.000933333,43.50615,4.982898,2018,288.5325528,285.5131118,295.0595169,292.720119,992.3333333,27.40076465,30.17710883,30.39642794,33.99801367,9658.097778,2976.67111,4989.933333,6587.104444,22,9,20,13,13,10,8,9,2018,408.8135567,404.7030276,404.4216305,406.9991421
472,43.5166,-5.6707,88.42857143,227.1428571,55.47142857,0.2553,0.339785714,210,52.42857143,119.2857143,0.002371429,0.002085714,43.5166,-5.6707,2016.714286,286.3792944,283.916036,288.5888951,287.0887649,902,23.31350343,28.31377955,22.08866345,24.54359394,4440.361905,2665.12381,1138.209524,1708.542857,22,9,20,13,13,10,8,9,2016.714286,405.3153024,401.7239404,401.177012,403.6641052
473,43.5329,-7.7377,136.1111111,261.3333333,66.11333333,0.435111111,0.592255556,198.1111111,98.88888889,171.5555556,0.003111111,0.003811111,43.5329,-7.7377,2017.666667,285.9805839,283.5634127,289.6119723,290.3936276,642.4444444,32.89419608,37.14573542,30.62388771,30.79463281,6581.207408,3639.918518,2188.044445,2752.133334,12,10,10,2,2,5,2,2,2017.555556,407.2891128,403.7166142,403.1635943,406.8329516
