,lat,lon,Unnamed: 0.1,Unnamed: 0,Date_Mid_Greenup_Phase_1,Date_Mid_Senescence_Phase_1,EVI2_Growing_Season_Area_1,EVI2_Onset_Greenness_Increase_1,EVI2_Onset_Greenness_Maximum_1,Growing_Season_Length_1,Onset_Greenness_Increase_1,Onset_Greenness_Maximum_1,Rate_Greenness_Decrease_1,Rate_Greenness_Increase_1,lat_x,lon_x,year_x,Unnamed..0_y,temp_all,temp_spring,temp_autumn,temp_summer,Unnamed..0,O3_all,O3_spring,O3_autumn,O3_summer,AOT40_all,AOT40_spring,AOT40_autumn,AOT40_summer,LC_Prop1,LC_Prop2,LC_Prop3,LC_Type1,LC_Type2,LC_Type3,LC_Type4,LC_Type5,year_y,co2_spring,co2_summer,co2_autumn,co2_all
218,34.681343,-92.3287,4718,1257,104.6666667,289.6666667,58.27666667,0.229133333,0.494266667,271.3333333,73,136.3333333,0.002733333,0.005433333,34.681343,-92.3287,2014,1028,291.7314945,286.0956387,297.774256,292.2993613,1054.333333,23.32826098,27.06190325,24.56381933,25.45522353,10816,3423.666667,6166.666667,6879.666667,22,9,20,13,13,10,8,9,2014,397.3238078,396.8883539,396.5537932,399.4654148
219,34.68776,-86.586365,132,2608.666667,102.6666667,287.1111111,34.37333333,0.248988889,0.410022222,270.3333333,62.77777778,144.4444444,0.002188889,0.002855556,34.68776,-86.586365,2017,196,289.6639007,287.0177419,296.6187387,297.0791894,206.1111111,31.18493872,35.11696351,28.19552587,29.61699067,14784.55556,7152,5430.666667,6650.666667,22,9,20,13,13,10,8,9,2017,403.937034,403.4793763,403.2583286,403.770458
220,34.751846,-82.2567,3956.5,3191.6,99.2,280.3,48.347,0.27806,0.51257,269.3,61,137,0.00308,0.00409,34.751846,-82.2567,2017.5,724,289.2429407,286.7314227,295.8826235,297.716591,726.2,27.84939574,33.01638084,26.51700045,28.88269808,14925.2,7088.4,5256.7,6831.1,22,20,20,9,9,4,4,4,2017.4,405.4041427,404.6077491,404.2446177,405.0259891
221,34.756187,-92.281296,4724,3060,94.88888889,286.5555556,29.07333333,0.155677778,0.278466667,282.5555556,50.66666667,139,0.001744444,0.002466667,34.756187,-92.281296,2017,1029,290.3058822,287.3304722,297.7908139,294.7682997,1032.111111,24.88932733,28.80306562,25.11567954,26.59104511,10044,4001.888889,4346.222222,5457.222222,22,9,20,13,13,10,8,9,2017,403.801677,403.4110057,403.0016539,403.6558439
222,34.785217,-84.62643,440.5,2828.3,120.7,281.3,84.277,0.28936,0.75504,231.3,103.1,137.9,0.00577,0.01951,34.785217,-84.62643,2017.5,60,293.827743,285.4228564,294.218468,295.8276442,72.3,19.1609506,42.08032466,30.43590562,34.07474419,18503.1,11434.4,4923,5898.3,14,10,10,4,4,6,4,4,2017.4,404.9523377,409.1142195,404.0260938,409.5599407
223,34.80526,-83.2377,3973,2331.142857,112.7142857,279.2857143,68.76857143,0.322057143,0.680328571,246,79.85714286,145.8571429,0.004942857,0.007114286,34.80526,-83.2377,2016,725,294.3829479,285.9103399,294.9564176,296.6321241,737.8571429,27.72893978,41.61939074,31.68889423,33.98921171,19398,12649,3887.428571,4581.714286,14,10,10,4,4,6,4,4,2016,402.0906345,407.686025,400.9818845,408.1682797
224,34.8147,-106.7396,2457,3350.333333,114.4444444,304.4444444,25.26,0.145266667,0.265711111,263.4444444,75.77777778,153.2222222,0.002288889,0.002511111,34.8147,-106.7396,2018,477,288.6722301,286.4935878,296.1043862,298.8443046,491,32.95428428,35.873883,30.40552683,38.6448809,30605.44444,12064.77778,12923.33333,16759.44444,32,9,30,13,13,10,8,9,2017.888889,406.5710309,407.1300023,406.8985242,406.9454466
225,34.82056,-89.98778,1946,5510,101,283,48.35,0.2292,0.4625,262,64,138,0.0036,0.0039,34.82166,-89.98783,2022,359,290.2992879,287.4678959,297.64596,289.0656536,359,32.85937171,35.27695351,29.15172414,31.06284454,12681,4845,4143,7836,22,20,20,9,9,4,4,4,2021,415.056842,414.8997177,414.2848775,414.7323004
226,34.82166,-89.98783,1944.5,2660,102.5,288,48.82,0.2388,0.4784,279.5,73,131,0.0024,0.0052,34.82166,-89.98783,2017,359,289.8113674,286.2542497,297.2306736,298.9194062,372,31.04897888,34.95463612,28.03633881,30.03657078,13015.5,5396.5,5369,7303,22,20,20,9,9,4,4,4,2017,404.1161192,403.7859872,403.1663812,403.8000625
227,34.83572,-92.26058,4712.5,2767.125,118.375,271.75,38.60125,0.2108375,0.4221875,244.75,79.125,159.625,0.002825,0.00375,34.83572,-92.26058,2016.5,1027,290.2901031,287.4763859,297.7547979,294.1746486,1034.125,30.03200752,34.01076654,30.07921621,31.22752646,13629.625,5627.75,5877.75,7087.625,21.125,20,20,8.125,8.125,4,4,4,2016.5,402.7996957,402.3246411,401.9177559,402.6003565
228,34.851536,-82.744576,3980,2332.142857,105.8571429,274,63.3,0.306228571,0.641828571,249.4285714,74.71428571,137,0.004228571,0.007228571,34.851536,-82.744576,2016,727,293.3971471,286.4483039,295.8937368,297.6553302,739.8571429,23.05565562,27.67900247,19.81559848,21.07901282,10627.28571,6092.714286,3167.285714,3730.714286,21,20,20,8,8,4,4,4,2016,402.3955813,404.6455433,401.194778,406.9692975
229,34.8848,-76.6203,2902.5,5365,162.5,251.5,34.33,0.32605,0.64695,145,135.5,189.5,0.02,0.00825,34.8848,-76.6203,2021.5,534,291.7294102,289.1343942,297.519229,298.7897747,531.5,32.33759382,38.34162771,26.68067631,27.80097519,11425,8321.5,1230,2441.5,21,20,20,8,8,4,4,4,2021,413.2564318,413.3547591,412.8781584,413.0536812
230,34.9127,-80.8745,4024,474,117,260,32.87,0.3475,0.5493,218,94,139,0.0022,0.0058,34.9127,-80.8745,2013,734,289.0357193,285.8730543,295.298497,296.9436757,760,23.81383995,30.86430481,20.46875,20.73736537,8670,4233,4250,3531,21,20,20,8,8,4,4,4,2013,396.3361305,395.037212,394.5580174,395.548074
231,34.935818,-81.22841,4021.5,1427.25,106.75,278.75,74.9325,0.2867,0.666725,253.25,81,132.75,0.0042,0.0103,34.935818,-81.22841,2014.5,733,292.5897097,286.632816,296.1880321,298.1884921,754.5,27.29069904,33.8204448,24.27966282,24.2596262,9150.75,5256,2566.75,3021,21,20,20,8,8,4,4,4,2014.5,399.5276711,401.8202023,398.0597794,405.8797416
232,34.968887,-78.9625,2917.5,675,112.5,288.5,31.595,0.2529,0.41505,268.5,65.5,159.5,0.0028,0.00225,34.968887,-78.9625,2013.5,539,289.6331151,286.7605162,296.1490076,298.0197131,568.5,30.67740654,38.47777824,26.20815842,28.67804539,14839.5,7450.5,4933,6558,22,20,20,9,9,4,4,4,2013.5,397.1764927,396.3183481,395.8052439,396.5677873
233,34.974037,-80.54062,2843.5,3083.3,98.2,273.7,45.38,0.31442,0.53155,250.6,66.1,132,0.00355,0.00475,34.974037,-80.54062,2017.5,528,290.020954,287.6711554,296.4166711,298.2240404,541.6,31.58709589,36.34882983,27.57586677,30.13320655,14997.4,6814.5,5482.7,7350.2,22,9,20,13,13,10,8,9,2017.4,405.3536104,404.6720671,404.4078552,405.0459388
234,34.988705,-82.075806,4014.5,3197.4,105.8,281.1,61.343,0.30517,0.61544,257.7,73.8,138,0.00409,0.00639,34.988705,-82.075806,2017.5,732,292.9145598,286.793887,296.0353939,297.9333587,734.1,28.16110729,32.59635092,24.66915262,26.52062887,15071.2,7036.1,5621,7371.5,21,20,20,8,8,4,4,4,2017.4,405.4041427,405.3077491,404.2446177,408.8759891
235,35.0158,-80.9662,4025,475,109,284,52.39,0.2104,0.4881,259,76,143,0.0035,0.0052,35.0158,-80.9662,2013,735,288.8412699,285.6325026,295.1836007,296.8265116,761,26.16113281,33.06569966,23.93585387,25.36706869,6976,3346,3488,3139,22,9,20,13,13,10,8,9,2013,396.0615286,395.1375475,394.5104618,395.3718988
236,35.01708,-106.65739,2399,2765.666667,121.4444444,293.2222222,11.90777778,0.107788889,0.166688889,251,77.33333333,167.5555556,0.001622222,0.000888889,35.01708,-106.65739,2017,466,288.463684,286.2894166,295.8368009,298.6505849,483.7777778,31.17302615,34.7985066,32.17829874,38.00084753,29944.11111,11926.55556,12374.11111,16551.11111,32,9,30,13,13,10,8,9,2017,405.0577692,405.089388,404.9291496,405.2612111
237,35.03146,-120.50103,5389.5,2799.5,40.5,190.5,18.125,0.21935,0.3273,215.5,193,65.5,0.00155,0.00225,35.03146,-120.50103,2016.5,1170,288.4873261,286.4646212,291.7049506,291.3609956,1181.5,29.99709574,34.22753486,27.021167,25.05122424,8314.5,4838.5,2191,342.5,22,20,20,9,9,4,1,1,2016.5,403.0622149,403.3855985,402.9517113,403.0493438
238,35.057396,-82.37288,3950,1110.666667,112.3333333,272,67.38,0.280066667,0.659633333,239.6666667,90.33333333,133.6666667,0.0042,0.0115,35.057396,-82.37288,2014,723,294.3617934,285.3880902,294.8418772,296.9026533,748,24.84383394,31.9583772,21.67626321,22.59977941,10181.33333,5661,3473,3759.333333,21,20,20,8,8,4,4,4,2014,397.8999569,401.2752018,396.3133689,404.3491249
239,35.0608,-83.4306,2733.5,3070.4,121.1,268.8,71.617,0.30937,0.72801,219.8,98.3,143.7,0.00565,0.01218,35.0608,-83.4306,2017.5,512,292.1401659,283.7544046,292.2934156,293.8521558,527.3,23.60579694,31.77105055,16.18356872,16.96240165,8997.5,7499.2,428.4,903.5,14,10,10,4,4,6,4,4,2017.4,404.9353993,408.232696,403.8918974,409.5844462
240,35.0631,-106.57879,2393,289,129,324,13.46,0.1003,0.1623,276,84,175,0.0008,0.0008,35.0631,-106.57879,2013,464,287.4284024,286.0097324,294.2882444,297.8791032,489,33.31775918,37.78297872,36.68902649,40.29417916,34622,14631,14455,18519,32,9,30,13,13,10,8,9,2013,397.0821126,397.4734282,396.9569152,397.2002936
241,35.10264,-85.16219,4196.5,3215.6,107,281.3,66.649,0.2452,0.58767,250.4,83.6,130.4,0.00411,0.01064,35.10264,-85.16219,2017.5,760,293.4172431,286.6485691,296.0841159,297.8538535,760.5,32.89361921,37.34765165,29.50775039,30.85034958,17326.8,8476.8,6381.2,7675.9,21,20,20,8,8,4,4,4,2017.4,404.9811491,404.3359244,404.0916945,408.9235486
242,35.113163,-80.91953,2747.5,653.5,102.5,281,41.96,0.17715,0.38775,248,84,121,0.0027,0.0123,35.113163,-80.91953,2013.5,514,288.6603066,285.7791394,295.3782107,297.2268708,544.5,26.50977402,32.02373831,23.37483774,25.85674592,9200.5,3787.5,4068,5130,22,9,20,13,13,10,8,9,2013.5,397.2448067,395.8360685,395.3131418,396.4503849
243,35.130398,-81.81657,3907,1105.333333,109,278.6666667,65.77,0.293033333,0.634833333,247.3333333,85.33333333,132.3333333,0.0039,0.0099,35.130398,-81.81657,2014,716,292.6006411,285.5559001,295.1030646,297.2107389,741,29.46866851,36.25751211,26.91392987,27.59616369,12881,6627.333333,4677,5699,21,20,20,8,8,4,4,4,2014,398.1841122,399.2846194,396.4947076,402.2721373
244,35.13139,-81.405,3910,1106.333333,114.6666667,277.3333333,77.8,0.2897,0.697266667,239.3333333,94,135.3333333,0.004633333,0.012766667,35.13139,-81.405,2014,717,294.8823767,285.8588211,295.3475588,297.3966983,742,27.45347897,39.51785352,32.12177164,31.85365532,12416,5528,5119.666667,6670,14,10,10,4,4,6,4,4,2014,398.1841122,403.951286,396.4947076,404.6054706
245,35.1343,-106.5852,2389.5,3068.833333,114.5,306.6666667,16.85166667,0.141383333,0.20525,276.8333333,69,184.5,0.001516667,0.001666667,35.1343,-106.5852,2017.5,463,287.9440296,285.3956275,295.7312797,298.3059916,480.8333333,32.92933828,35.74121267,31.72350314,40.64681111,29766.66667,10943.33333,13387.5,17807,32,9,30,13,13,10,8,9,2017.5,406.0905315,406.1148939,405.9043107,406.2870474
246,35.1517,-89.85025,4096,2938,101.5555556,286.2222222,46.10777778,0.251988889,0.463166667,276.2222222,58.33333333,147,0.002966667,0.003377778,35.1517,-89.85025,2017,748,289.8633865,287.024119,297.1774068,297.7852732,751.8888889,28.23360144,32.53042108,28.24231998,30.49325212,16163.11111,6218.222222,6911.222222,8994.555556,22,20,20,9,9,4,3,3,2017,403.5441056,403.6507914,403.2169228,403.58676
247,35.1539,-106.69715,2394,290,121,311,12.03,0.1028,0.1612,259,88,153,0.001,0.0011,35.1539,-106.69715,2013,465,286.9123857,285.3563497,293.8860542,297.4593194,490,35.2214876,40.24492017,22.53611898,40.76392857,38757,17725,14784,18656,32,9,30,13,13,10,8,9,2013,397.0821126,397.4734282,396.9569152,397.2002936
248,35.158688,-78.728035,2922.5,2592.375,117.25,257.75,46.73375,0.3352875,0.6017625,221.125,70.875,163.75,0.005775,0.004125,35.158688,-78.728035,2016.625,540,291.1351894,287.8152321,296.9755696,298.6816307,555.625,28.54838142,34.61647353,24.32318371,26.35392424,12773.5,6508.625,4008,5623.5,21,20,20,8,8,4,4,4,2016.625,403.484356,403.5393937,402.3038582,404.7656009
249,35.19324,-106.613815,2386,288,147,305,11.24,0.109,0.1736,239,98,196,0.0013,0.0008,35.19324,-106.613815,2013,462,286.5235818,285.0326592,293.5058134,297.1378576,487,33.15654574,37.00817632,34.00406009,36.98469945,32554,15690,10968,15902,32,9,30,13,13,10,8,9,2013,397.0821126,397.4734282,396.9569152,397.2002936
250,35.206112,-111.65278,3411,2412.571429,142.8571429,299.7142857,27.05428571,0.207957143,0.342985714,240.1428571,98.85714286,191.5714286,0.002242857,0.001928571,35.206112,-111.65278,2016,911,284.0640492,281.1320006,290.9548911,293.5203153,922.1428571,37.8121296,43.49177403,32.20836827,37.2575387,34003,18312.42857,8947.571429,13052,22,9,20,13,13,10,8,9,2016,402.2640257,402.1165743,401.9836571,402.4121635
251,35.217503,-90.01971,4087,2937,100,278.8888889,59.25,0.258777778,0.545822222,268.5555556,65.44444444,134.6666667,0.003377778,0.005688889,35.217503,-90.01971,2017,747,289.9494746,287.0334682,297.3881467,298.0224179,750.8888889,27.49167032,31.16274005,24.22788717,26.50385745,12130,4863.444444,4984.111111,6703.666667,25,9,23.33333333,13,13,10,8,9,2017,403.4473467,403.8273546,403.329992,405.147765
252,35.2318,-77.5669,2694.5,3068.4,146.7,275.8,40.038,0.32085,0.56028,213.7,93.1,193.7,0.00649,0.00491,35.2318,-77.5669,2017.5,510,290.2814195,287.7798867,296.6222433,298.1909015,525.3,29.81318157,36.70289807,24.48681006,26.53912938,11996.6,7030.9,2715.3,4460.1,22,9,20,13,13,10,8,9,2017.4,405.2227501,404.6112576,404.2317312,404.845272
253,35.233475,-85.18158,4186.5,3214.6,113.9,278.5,74.513,0.2778,0.67598,248.8,79.3,148.6,0.00523,0.00761,35.233475,-85.18158,2017.5,759,294.4527412,286.4550289,295.9428941,297.7096899,759.5,30.09425255,37.09651865,28.36987917,29.51522631,15850.6,8178.6,5429,6632,21,20,20,8,8,4,4,4,2017.4,404.9811491,408.5359244,404.0916945,409.6235486
254,35.2401,-80.78568,2756.5,3072.7,104.4,273.1,51.499,0.28663,0.5499,255.8,66.6,142.2,0.00342,0.00465,35.2401,-80.78568,2017.5,516,290.1229627,287.0295987,296.2128835,298.1632262,529.8,27.75279469,32.62346389,27.36405519,30.20329812,17759.9,7410.4,7138.3,9444.1,22,20,20,9,9,4,4,4,2017.4,405.3224868,404.7450188,404.4393972,405.7331755
255,35.2578,-83.7955,2984.5,3097.4,135.5,273.9,76.255,0.2993,0.76648,201.2,116.6,154.4,0.0076,0.01707,35.2578,-83.7955,2017.5,549,290.8241113,283.6630417,292.4365322,294.0696755,558.1,22.04338892,46.30063585,30.35118353,36.76955157,22153.5,13087.1,6346.7,7487.5,14,10,10,4,4,6,4,4,2017.4,404.9353993,408.932696,403.8918974,409.5844462
256,35.2632,-79.8365,2766.5,3075.6,109.8,277,60.838,0.34415,0.66499,240.1,89.4,130.1,0.00403,0.01048,35.2632,-79.8365,2017.5,519,290.3684225,287.2907163,296.3416478,298.1239767,533.5,29.95776359,35.9361647,25.83807567,27.29804322,12240.4,7521.9,2776.4,4008.8,15,10,10,5,5,6,4,4,2017.4,405.3966477,408.3304257,404.1566819,407.4083743
257,35.299484,-106.54891,2443.5,3043.3,120.5,294.5,20.621,0.13936,0.24275,248.9,80.8,159.8,0.00208,0.00171,35.299484,-106.54891,2017.5,471,286.4532395,284.1146953,293.8766017,296.6843353,485.4,32.94168699,35.73381654,30.96211149,38.7140716,30301.7,11935.6,12981.5,16884.6,32,9,30,13,13,10,8,9,2017.4,406.0764361,406.141136,406.0202664,406.3070912
258,35.320107,-97.4841,3456.5,3141.6,108.6,292.6,31.673,0.14141,0.29074,268.1,74.1,145.4,0.00212,0.00324,35.320107,-97.4841,2017.5,632,289.9365903,286.7154361,298.089732,293.6268412,640.6,32.32388935,34.591136,33.26221812,36.38760566,20889.7,7980.8,9583.9,11282.3,31.7,9,30,13,13,10,8,9,2017.4,405.0823416,405.2789947,404.8757022,405.2105971
259,35.34722,-80.695,2750,976,114.6666667,283.3333333,55.38333333,0.2778,0.5711,251.3333333,80.66666667,153,0.003833333,0.005633333,35.34722,-80.695,2014,515,290.8350494,285.7468901,295.4615255,297.6614459,543.3333333,31.95708408,37.23194668,28.88896886,31.64034254,17401.66667,6476.666667,7924,10146.66667,22,9,20,13,13,10,8,9,2014,398.0648204,396.9039681,396.5128393,399.8178978
260,35.378155,-89.83447,4079.5,3842.333333,94.66666667,290.3333333,67.84833333,0.334383333,0.64085,287.6666667,63,125.8333333,0.003366667,0.006283333,35.378155,-89.83447,2018.5,746,291.2691895,287.6407382,297.5345528,297.517556,740.1666667,31.625727,36.67752109,27.53342567,29.21635489,13786.33333,6293.5,4828.666667,6647.333333,22,20,20,9,9,4,4,4,2018.5,406.6736571,407.5098942,406.4591825,410.8951014
261,35.379166,-82.7925,3012.5,3100.2,139.8,279.4,76.046,0.31622,0.78802,199.5,119.5,160.5,0.00858,0.01932,35.379166,-82.7925,2017.5,552,286.436633,282.2064394,290.8053617,292.3833463,561.1,25.98836628,47.57139289,28.04398134,39.31438004,26081.1,14605.4,7966.8,9571.4,14,10,10,4,4,6,4,4,2017.4,404.9128685,408.9275439,403.8511681,408.885424
262,35.40814,-94.524414,3440,2230,108,278,44.87666667,0.193733333,0.429233333,269.3333333,67.33333333,144.3333333,0.002333333,0.0038,35.40814,-94.524414,2016,622,289.0289086,285.2710021,297.2572343,299.0398974,639.6666667,26.6323457,30.59028663,25.25787734,26.76665963,10092.33333,3893.666667,4726,5630.333333,22,20,20,9,9,4,4,4,2016,401.9948974,401.9645397,401.3829263,401.8563212
263,35.4325,-79.2887,2687,2210,107.2,272.4,55.892,0.36432,0.646,245.8,78.2,136,0.00346,0.00654,35.4325,-79.2887,2016,509,289.7491582,287.1935212,296.4470119,298.3914939,532.8,31.33859618,36.35335031,28.78034145,30.37511629,15748.8,8923.6,4119.2,5703.2,21,20,20,8,8,4,4,4,2016,402.6002251,403.9626312,400.8660311,401.8746312
264,35.43477,-83.44213,2825.5,3685.75,108,270.75,53.17625,0.2696875,0.5507125,251.375,65.875,150.5,0.0039875,0.0043125,35.43477,-83.44213,2018.5,526,285.4030548,283.0708533,291.785283,293.4111359,535.5,24.39567672,31.26692314,19.72188407,20.97131241,7873.375,5563.625,1321,2025.75,21,20,20,8,8,4,4,4,2018.375,406.8124881,406.1369518,405.9848552,406.7331393
265,35.438557,-81.27675,2704.5,3069.4,102.6,280.5,66.041,0.29036,0.60875,255.6,74.9,130.2,0.00418,0.00748,35.438557,-81.27675,2017.5,511,294.9718187,286.4461831,295.7686882,297.6871993,526.3,29.51366321,35.25446918,25.46562063,27.30324368,14885.4,6852.2,5753.2,7273.8,21,20,20,8,8,4,4,4,2017.4,405.2609649,405.3423892,404.3994697,409.5552912
266,35.477036,-97.49431,3433,1784.8,107.4,299.4,36.78,0.17208,0.3439,260.6,84.2,130.4,0.00262,0.0056,35.477036,-97.49431,2015.2,617,289.6267957,286.4812362,297.9258491,293.4095596,637.8,32.14856758,35.02989519,32.39805448,37.56261828,23011.4,8771.8,10824.8,12616.2,25.6,9,24,13,13,10,8,9,2015.2,400.4412884,400.359671,399.8618165,400.3343677
267,35.49158,-120.66804,5392,1291,79,306,20.92,0.2031,0.283,313,47,110,0.0003,0.0016,35.49158,-120.66804,2014,1172,289.7693507,288.111627,293.9731086,294.2394986,1211,25.26310668,29.26862891,25.88189256,26.34016541,11852,5962,3725,2902,22,20,20,9,9,4,1,1,2014,397.4334904,397.4439023,396.7833181,397.3028482
268,35.49871,-83.31024,2834,2809.333333,113.1111111,274.4444444,58.84666667,0.2445,0.568455556,239.8888889,81.33333333,144.7777778,0.004533333,0.006722222,35.49871,-83.31024,2017,527,285.6051425,282.4350398,291.4349666,292.9791506,542.6666667,24.55973567,32.92505494,19.5647342,20.48889282,7365.333333,5433.111111,1155,1621.444444,21,20,20,8,8,4,4,4,2017,403.9460133,403.0491998,402.9117513,406.0143358
269,35.500103,-82.59986,2876.5,3086.6,117.7,270.2,75.423,0.22917,0.66047,228.4,91.6,143.8,0.00585,0.01135,35.500103,-82.59986,2017.5,532,291.5668285,283.7232288,292.7919346,294.5780005,544.9,27.26186063,35.21321715,21.94336552,23.43756128,11315.3,6842.9,2776.2,4085.2,14,10,10,4,4,6,4,4,2017.4,404.9128685,407.5275439,403.8511681,409.585424
270,35.503586,-119.272606,5292,3454,96,290.3333333,10.23,0.147866667,0.189866667,264.3333333,60,139.6666667,0.001866667,0.000866667,35.503586,-119.272606,2017.666667,1076,294.1928533,291.2325292,301.3957655,292.3846103,1087,29.09509176,30.19525672,30.75608605,38.99791937,37541.66667,9402.333333,21067,23712.66667,32,9,30,13,13,10,8,9,2017.666667,405.281285,405.7207964,405.310236,405.4997197
271,35.507225,-82.96362,3032.5,3102.2,117.7,268.7,44.064,0.25439,0.50616,234.4,77.5,157.7,0.00387,0.00429,35.507225,-82.96362,2017.5,554,284.4304143,282.0190193,290.7145409,292.3289226,563.1,26.34015853,33.83507624,21.29889644,23.02466022,11450.6,7081.3,2732.4,3942.4,21.4,20,20,8.4,8.4,4,4,4,2017.4,404.9128685,404.0275439,403.8511681,404.685424
272,35.524544,-83.235985,3040.5,1932.666667,130.1666667,281.3333333,90.05333333,0.241783333,0.769266667,214.8333333,109.5,151.1666667,0.008266667,0.0164,35.524544,-83.235985,2015.5,555,283.4309174,280.8168219,289.6435081,291.1715608,574.1666667,23.42626585,50.1337069,24.70880168,40.72820664,29015,15287,8984.166667,11507.5,14,10,10,4,4,6,4,4,2015.5,400.8803614,406.9188399,399.7849356,407.540866
273,35.53448,-80.66756,2821,335,109,295,61.21,0.2848,0.5883,259,79,139,0.0046,0.0063,35.53448,-80.66756,2013,525,293.9848616,284.7158556,294.5619406,296.3253763,551,30.71504824,37.84176764,26.90503597,28.49821556,13190,6162,5176,6350,22,20,20,9,9,4,4,4,2013,396.0615286,395.1375475,394.5104618,402.3718988
274,35.55187,-80.39504,2815.5,3080.5,96.8,287.7,57.783,0.31269,0.57974,272.9,59.5,135.3,0.00386,0.00461,35.55187,-80.39504,2017.5,524,291.6365857,286.6678859,296.0253366,297.931591,538.5,29.19801226,33.27732683,28.17897868,30.19449663,16005.7,6602.9,6500.5,8302.3,22,20,20,9,9,4,4,4,2017.4,405.3224868,404.7450188,404.4393972,407.1331755
275,35.562874,-83.49794,4071.5,3202.2,114.4,246.2,36.275,0.25508,0.49977,204.1,67.4,162.7,0.01032,0.00329,35.562874,-83.49794,2017.5,745,284.1948601,281.6910989,290.4101132,291.9291332,745.5,41.0065959,45.79083076,37.63431291,39.88594441,17973.8,5597.7,8407.8,10184.6,15,10,10,5,5,6.3,3.1,3.1,2017.4,404.9353993,404.032696,403.8918974,404.6844462
276,35.587143,-83.07416,3022.5,3101.2,137.3,277.6,76.687,0.30213,0.77242,202.2,116.9,157.7,0.00777,0.01511,35.587143,-83.07416,2017.5,553,284.8974622,281.8509303,290.5744354,292.1560312,562.1,23.15414692,46.74685332,28.6099664,38.35654287,24710.7,14285.4,7225.2,8826.2,14,10,10,4,4,6,4,4,2017.4,404.9353993,408.932696,403.8918974,409.5844462
277,35.59095,-78.4622,2679.5,3066.9,110.2,280.9,57.825,0.30748,0.60717,252.7,78.3,142.2,0.00398,0.00661,35.59095,-78.4622,2017.5,508,290.5059025,287.3735403,296.518593,298.2897709,523.7,28.85320383,34.96947642,24.425028,26.53413906,11819,5990.9,3582.5,5255.3,21,20,20,8,8,4,4,4,2017.4,405.2504977,404.5536793,404.237787,405.5606216
278,35.596943,-78.7925,2860,989.6666667,115.3333333,291.3333333,49.17666667,0.2689,0.501066667,251,76,155,0.004333333,0.0037,35.596943,-78.7925,2014,530,289.0716979,285.7951371,295.6367863,297.7689289,557.6666667,29.93530553,36.21117357,26.25614288,28.80521681,12008.66667,5299.666667,4597.666667,6198.666667,22,9,20,13,13,10,8,9,2014,398.0938054,396.8835469,396.4509378,397.4132665
279,35.603058,-83.78361,4225.5,3220.5,119.8,273.4,61.472,0.35182,0.69836,241.2,85.9,153.7,0.00424,0.00711,35.603058,-83.78361,2017.5,765,289.7999318,283.7334553,292.6624425,294.3160662,765.5,26.09911979,33.72992069,19.69740064,20.88018659,10095.4,7372.4,1524.1,2433.6,14,10,10,4,4,6,4,4,2017.4,404.9353993,408.932696,403.8918974,407.8344462
280,35.614132,-97.47508,3425.5,3138.1,106.1,291.6,49.355,0.20223,0.43967,259.9,77.5,134.7,0.00353,0.00602,35.614132,-97.47508,2017.5,616,289.8692703,286.5878682,298.1057242,292.6136536,625.7,32.79816471,34.86145164,33.99484427,37.22987115,22834.7,8343.4,10572.7,12539.1,31,9,30,13,13,10,8,9,2017.4,405.0823416,405.2789947,404.8757022,405.2105971
281,35.61467,-120.65691,5391,1290,55,209,12.12,0.211,0.2811,241,27,83,0.0007,0.0016,35.61467,-120.65691,2014,1171,290.5447246,288.9767413,295.0287985,295.660882,1210,25.76327806,30.70425609,25.66631243,26.51071429,9827,5311,2858,2604,22,9,20,13,13,10,8,9,2014,397.4334904,397.4439023,396.7833181,397.3028482
282,35.63348,-83.941605,4215.5,3219.5,120.2,291,92.411,0.28993,0.77596,235.5,99,141.4,0.00751,0.01547,35.63348,-83.941605,2017.5,764,294.1406906,285.6112913,294.9455928,296.756587,764.5,18.38501745,42.66799801,30.96521503,38.30022491,27983.1,15683.6,7620.6,9539.9,14,10,10,4,4,6,4,4,2017.4,404.9353993,408.932696,403.8918974,409.5844462
283,35.641277,-77.36012,2795.5,3078.5,119,292.7,39.167,0.24184,0.43291,264.3,77.1,162.4,0.00267,0.00293,35.641277,-77.36012,2017.5,522,290.1434544,287.4940343,296.6606875,298.2321042,536.5,31.5044923,37.1514805,27.03473644,29.27123842,11963.5,6369.8,3223.5,5109.7,22,20,20,9,9,4,4,4,2017.4,405.2227501,404.6112576,404.2317312,404.845272
284,35.69676,-83.60961,4061.5,3201.2,127.4,278.2,83.297,0.29127,0.78472,220.5,103.1,151.8,0.00723,0.01466,35.69676,-83.60961,2017.5,744,291.5825887,283.6729732,292.7477722,294.4404146,744.5,20.92628338,44.67351556,25.84472145,40.65499567,35281,18491.4,9329.4,11592.3,14,10,10,4,4,6,4,4,2017.4,404.9353993,408.932696,403.8918974,409.5844462
285,35.721096,-84.34303,4054,4136.2,104.2,281.4,52.198,0.28904,0.5515,271.8,61,147.4,0.00336,0.00416,35.721096,-84.34303,2019,742,288.8670965,286.4906517,295.682822,297.2462143,734.2,25.53075376,30.48045784,21.41407168,23.58258477,11656.8,5877.6,3949,5238,21,20,20,8,8,4,4,4,2019,407.8984435,407.4652577,407.2323616,407.7965782
